CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
688,0,688,GI2,GI2,GI,CME,"Goldman Sachs Commodity Index",RTH,Settlement,"GI,GI2,GI1",1,2.5,250,USD,"$250 x Index","points",5,12.5,VVVVVVVVVVVV,2002-02-15,2021-08-11,"GI starts at 1992-07-28","17:00 - 16:00",,"",2,0,0,0,1,0
694,0,694,LC2,LC2,LC,CME,"Live Cattle",RTH,Settlement,"LC,LC2,LC1",1,4,400,USD,"40000 lbs","cents/lb",2.5,10,IVIVIVIVIVIV,2002-03-01,2021-08-11,"LC starts at 1964-11-30","08:30 - 13:05",,"",2,1,0,0,1,0
695,0,695,LH2,LH2,LH,CME,"Lean Hogs",RTH,Settlement,"LH,LH2,LH1",1,4,400,USD,"40000 lbs","cents/lb",2.5,10,IVIVVVVVIVIV,2002-03-01,2021-08-11,"LH starts at 1966-02-28","08:30 - 13:05",,"",2,1,0,0,1,0
696,0,696,FC2,FC2,FC,CME,"Feeder Cattle",RTH,Settlement,"FC,FC2,FC1",1,5,500,USD,"50000 lbs","cents/lb",2.5,12.5,VIVVVIIVVVVI,2002-03-01,2021-08-11,"FC starts at 1971-11-30","08:30 - 13:05",,"",2,1,0,0,1,0
698,0,698,XT,XT,,CME,"S&P Topix 150 Index",,Settlement,"",0,50,5000,JPY,"JPY 5000 x Index","points",50,2500,IIVIIVIIVIIV,2002-03-18,2005-03-10,"","08:00 - 15:15",,"",2,0,0,0,1,
699,0,699,YM,YM,YM,CBT,"e-mini Dow ($5)",Combined,Settlement,"",1,5,5,USD,"$5 x Index","points",1,5,IIVIIVIIVIIV,2002-04-05,2021-08-11,"DJ starts at 1997-10-06","17:00 - 16:30",,"",0,0,0,0,1,109961
700,0,700,SW2,SW2,SW2,CME,"Swap Interest Rate 2 Yr",,Settlement,"",0,10,10000,USD,"$500000","points",2.5,25,IIVIIVIIVIIV,2002-04-08,2009-03-31,"","16:30 - 16:00",,"",3,1,0,0,1,
701,0,701,SW5,SW5,SW5,CME,"Swap Interest Rate 5 Yr",,Settlement,"",0,10,10000,USD,"$200000","points",2.5,25,IIVIIVIIVIIV,2002-04-08,2009-03-30,"","16:30 - 16:00",,"",3,1,0,0,1,
702,0,702,SW0,SW0,SW0,CME,"Swap Interest Rate 10 Yr",,Settlement,"",0,10,10000,USD,"$100000","points",2.5,25,IIVIIVIIVIIV,2002-04-08,2009-04-07,"","16:30 - 16:00",,"",3,1,0,0,1,
703,0,703,MB2,MB2,,CBT,"Muni Bond",RTH,Settlement,"MB,MB2,MB1",0,31.25,1000,USD,"$1000xBondBuyer40Idx","points",1,31.25,IIVIIVIIVIIV,2002-07-02,2006-03-22,"MB starts at 1985-06-11","07:20 - 14:00",,"",-3,0,0,0,1,
711,0,711,SEK,SEK,SEK,CME,"Swedish Krona/US Dollar",,Settlement,"",1,20,2000000,USD,"SEK2000000","USD/SEK",1,20,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,561
712,0,712,NOK,NOK,NOK,CME,"Norwegian Krone/US Dollar",,Settlement,"",1,20,2000000,USD,"NOK2000000","USD/NOK",1,20,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,67
713,0,713,ESK,ESK,ESK,CME,"Euro/Swedish Krona",,Settlement,"",1,12.5,125000,SEK,"EUR125000","SEK/EUR",5,62.5,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,5
714,0,714,ENK,ENK,ENK,CME,"Euro/Norwegian Kroner",,Settlement,"",1,12.5,125000,NOK,"EUR125000","NOK/EUR",5,62.5,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,20
715,0,715,EAD,EAD,EAD,CME,"Euro/Australian Dollar",,Settlement,"",1,12.5,125000,AUD,"EUR125000","AUD/EUR",1,12.5,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,160
716,0,716,ECD,ECD,ECD,CME,"Euro/Canadian Dollar",,Settlement,"",1,12.5,125000,CAD,"EUR125000","CAD/EUR",1,12.5,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,173
717,0,717,CJY,CJY,CJY,CME,"Canadian Dollar/Japanese Yen",,Settlement,"",1,2000,200000,JPY,"CAD200000","JPY/CAD",1,2000,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",2,0,0,0,1,0
718,0,718,ACD,ACD,ACD,CME,"Australian Dollar/Canadian Dollar",,Settlement,"",1,20,200000,CAD,"AUD200000","CAD/AUD",1,20,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,0
719,0,719,ANE,ANE,ANE,CME,"Australian Dollar/New Zealand Dollar",,Settlement,"",1,20,200000,NZD,"AUD200000","NZD/AUD",1,20,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,0
720,0,720,AJY,AJY,AJY,CME,"Australian Dollar/Japanese Yen",,Settlement,"",1,2000,200000,JPY,"AUD200000","JPY/AUD",1,2000,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",2,0,0,0,1,15
721,0,721,PSF,PSF,PSF,CME,"British Pound/Swiss Franc",,Settlement,"",1,12.5,125000,CHF,"GBP125000","CHF/GBP",1,12.5,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,174
722,0,722,PJY,PJY,PJY,CME,"British Pound/Japanese Yen",,Settlement,"",1,1250,125000,JPY,"GBP125000","JPY/GBP",1,1250,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",2,0,0,0,1,222
723,0,723,SJY,SJY,SJY,CME,"Swiss Franc/Japanese Yen",,Settlement,"",1,250,250000,JPY,"CHF250000","JPY/CHF",5,1250,IIVIIVIIVIIV,2002-05-16,2021-08-11,"","17:00 - 16:00",,"",3,0,0,0,1,0
724,0,724,QG,QG,QG,NYMEX,"e-mini Henry Hub Natural Gas",,Settlement,"",1,2.5,2500,USD,"2500 mmBtu","$/mmBtu",5,12.5,VVVVVVVVVVVV,2002-06-17,2021-08-11,"","18:00 - 17:00",,"",3,0,0,0,1,4811
725,0,725,QM,QM,QM,NYMEX,"e-mini Crude Oil",,Settlement,"",1,0.5,500,USD,"500 barrels","$/barrels",25,12.5,VVVVVVVVVVVV,2002-06-17,2021-08-11,"","18:00 - 17:00",,"",3,0,0,0,1,22714
726,0,726,IR,IR,NT,CBT,"Swap Interest Rate 5 Yr",Combined,Settlement,"IR,IR2,IR1",0,31.25,2000,USD,"USD 100000","points",1,31.25,IIVIIVIIVIIV,2002-06-21,2013-09-16,"","17:30 - 16:00",,"",-4,0,0,0,0,
727,0,727,IR2,IR2,,CBT,"Swap Interest Rate 5 Yr",RTH,Settlement,"IR,IR2,IR1",0,31.25,2000,USD,"USD100000","points",1,31.25,IIVIIVIIVIIV,2002-06-21,2013-09-16,"","07:20 - 14:00",,"",-4,0,0,0,0,
729,0,729,LST,LST,LST,CME,"TRAKRS Long/Short Tech II Index",,Settlement,"",0,0.01,1,USD,"$1 X Index","points",1,0.01,VIIIIIIIIIII,2002-08-01,2007-01-12,"","08:30 - 15:00",,"",2,0,0,0,1,
733,0,733,FIN,FIN,FIN,CME,"SPCTR-Financial Index",,Settlement,"",0,1.25,125,USD,"$125 x Index","points",10,12.5,IIVIIVIIVIIV,2002-09-23,2011-03-23,"","15:45 - 15:15",,"",2,0,0,0,0,
734,0,734,TEC,TEC,TEC,CME,"SPCTR-Technology Index",,Settlement,"",0,1.25,125,USD,"$125 x Index","points",10,12.5,IIVIIVIIVIIV,2002-09-23,2011-03-23,"","15:45 - 15:15",,"",2,0,0,0,0,
735,0,735,TTT,TTT,TTT,CME,"TRAKRS Select 50 Index",,Settlement,"",0,0.01,1,USD,"$1 x Index","points",1,0.01,IIIIIIIIIVII,2002-11-01,2005-10-31,"","08:30 - 15:00",,"",2,0,0,0,1,
736,0,736,SMC,SMC,SMC,CME,"e-mini S&P 600 Smallcap Index",,Settlement,"",1,1,100,USD,"$100 X Index","points",1,1,IIVIIVIIVIIV,2002-11-11,2021-08-11,"","17:00 - 16:00",,"",2,0,0,0,1,0
737,0,737,LMC,LMC,LMC,CME,"TRAKRS LMC II Index",,Settlement,"",0,0.01,1,USD,"$1 x Index","points",1,0.01,VIIIIIIIIIII,2002-12-11,2007-10-12,"","08:30 - 15:00",,"",2,0,0,0,1,
740,0,740,US8,US8,USX,CME,"CME Dollar Index",Combined,Settlement,"US8,USX",0,10,1000,USD,"$1000 x Index","points",1,10,IIVIIVIIVIIV,2003-03-03,2010-04-06,"","16:30 - 16:00",,"",2,0,0,0,0,
741,0,741,USX,USX,,CME,"CME Dollar Index",RTH,Settlement,"US8,USX",0,10,1000,USD,"$1000 x Index","points",1,10,IIVIIVIIVIIV,2003-03-03,2010-04-06,"","07:20 - 14:00",,"",2,0,0,0,0,
743,0,743,CET,CET,CET,CME,"Mexican CETES T-bill",RTH,Settlement,"",0,10,1000,MXN,"MXN 400000","points",1,10,VVVVVVVVVVVV,2003-04-28,2006-11-03,"","07:00 - 14:00",,"",2,0,0,0,1,
744,0,744,TIE,TIE,TIE,CME,"Mexican 28-day TIIE",RTH,Settlement,"",1,10,1000,MXN,"MXN 1200000","points",1,10,VVVVVVVVVVVV,2003-04-28,2021-08-11,"","07:00 - 14:00",,"",2,0,0,0,1,0
745,0,745,RSS,RSS,RS1,CME,"Index-Russell 1000",,Settlement,"",0,1,100,USD,"$100 x Index","points",10,10,IIVIIVIIVIIV,2003-04-28,2007-11-01,"","15:45 - 15:15",,"",2,0,0,0,1,
749,0,749,CCC,CCC,CCC,CME,"TRAKRS Commodity Index",,Settlement,"",0,0.01,1,USD,"$1 x Index","points",1,0.01,IIIIIVIIIIII,2003-07-02,2006-06-28,"","08:30 - 15:00",,"",2,0,0,0,1,
750,0,750,FF2,FF2,FF,CBT,"Fed Fund Rate 30 Day",RTH,Settlement,"FF,FF2,FF1",1,4.167,4167,USD,"$5000000","USD/bas pt",2.5,10.4175,VVVVVVVVVVVV,2003-07-02,2021-08-11,"FF starts at 1988-10-03","17:00 - 16:00",,"",3,1,0,0,1,0
753,0,753,KK,KK,KA,CLEAR,"NYISO A Electricity",,Settlement,"",0,4,400,USD,"400 MWH","USD/MWH",1,4,VVVVVVVVVVVV,2003-08-27,2016-12-30,"","18:00 - 17:15",,"",2,0,0,0,1,
754,0,754,KD,KD,KG,CLEAR,"NYISO G Electricity",,Settlement,"",0,4,400,USD,"400 MWH","USD/MWH",1,4,VVVVVVVVVVVV,2003-08-27,2016-12-30,"","18:00 - 17:15",,"",2,0,0,0,1,
755,0,755,JK,JK,KJ,CLEAR,"NYISO J Electricity",,Settlement,"",0,4,400,USD,"400 MWH","USD/MWH",1,4,VVVVVVVVVVVV,2003-08-27,2017-12-29,"","18:00 - 17:00",,"",2,0,0,0,1,
756,0,756,CS,CS,CS,CLEAR,"WTI Calendar Spread",,Settlement,"",1,10,1000,USD,"1000 Bbl","USD/Bbl",1,10,VVVVVVVVVVVV,2003-08-27,2021-08-11,"","18:00 - 17:00",,"",2,0,0,0,1,2733
757,0,757,FN,FN,NF,CLEAR,"MichCon Natural Gas Basis",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD/mmBtu",1,0.25,VVVVVVVVVVVV,2003-08-27,2020-11-05,"","18:00 - 17:00",5,"",4,0,0,0,1,
758,0,758,PM,PM,PM,CLEAR,"Permian Natural Gas Basis",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD/mmBtu",1,0.25,VVVVVVVVVVVV,2003-08-27,2020-12-04,"","18:00 - 17:00",5,"",4,0,0,0,1,
759,0,759,NX,NX,NX,CLEAR,"Texas Eastern Natural Gas Zone M-3 Basis",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD/mmBtu",1,0.25,VVVVVVVVVVVV,2003-08-27,2021-03-02,"","18:00 - 17:00",5,"",4,0,0,0,1,
760,0,760,TC,TC,TC,CLEAR,"TCO Natural Gas Basis",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD/mmBtu",1,0.25,VVVVVVVVVVVV,2003-08-27,2020-10-02,"","18:00 - 17:00",5,"",4,0,0,0,1,
761,0,761,BB,BB,PB,CLEAR,"Natural Gas-PG&E Malin Basis",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD/mmBtu",1,0.25,VVVVVVVVVVVV,2003-08-28,2014-06-06,"","",5,"",4,0,0,0,1,
762,0,762,CP,CP,PC,CLEAR,"Natural Gas-PG&E Citygate Basis",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD/mmBtu",1,0.25,VVVVVVVVVVVV,2003-08-27,2014-12-02,"","18:00 - 17:15",5,"",4,0,0,0,1,
763,0,763,NA,NA,,CLEAR,"Alberta Natural Gas Basis",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD/mmBtu",1,0.25,VVVVVVVVVVVV,2003-08-27,2009-09-08,"","",5,"",4,0,0,0,1,
766,0,766,ECT,ECT,ECT,CME,"TRAKRS Euro Currency Index",,Settlement,"",0,0.01,1,USD,"$1 x Index","points",1,0.01,IIIIIIIVIIII,2003-09-09,2006-08-04,"","08:30 - 15:00",,"",2,0,0,0,1,
767,0,767,FD,FD,,CLEAR,"NY Unl. Gas/Crude Oil Crack Spread",,Settlement,"",0,10,1000,USD,"1000 barrels","$/bbl",1,10,VVVVVVVVVVVV,2003-12-08,2006-12-29,"","",500,"",2,0,0,0,1,
768,0,768,RT,RT,RU,CLEAR,"GC Unleaded Gas/Crude Oil Crack Spread",,Settlement,"",0,10,1000,USD,"1000 barrels","$/bbl",1,10,VVVVVVVVVVVV,2003-12-08,2017-08-28,"","18:00 - 17:15",500,"",2,0,0,0,1,
769,0,769,HK,HK,HK,CLEAR,"NY Heating Oil/Crude Oil Crack Calendar Swap",,Settlement,"",1,10,1000,USD,"1000 barrels","$/bbl",1,10,VVVVVVVVVVVV,2003-12-08,2021-08-11,"","18:00 - 17:00",500,"",2,0,0,0,1,60
782,0,782,QCN,QCN,QCN,CME,"e-mini Nasdaq Composite Index",,Settlement,"",1,0.2,20,USD,"$20 x Index","points",50,10,IIVIIVIIVIIV,2003-10-27,2021-08-11,"","17:00 - 16:15",,"",2,0,0,0,1,0
783,0,783,GLE,GLE,GLD,CME,"TRAKRS Gold Index",,Last,"",0,0.01,1,USD,"$1 x Index","points",1,0.01,IIIIIIIIIIIV,2003-12-03,2006-12-01,"","08:30 - 15:00",,"",2,0,0,0,1,
801,0,801,ZB,ZB,US,CBT,"Treasury Bonds",ETH,Last,"US,US2,ZB",1,3.125,1000,USD,"$100000","Points",5,15.625,IIVIIVIIVIIV,1998-09-28,2021-08-11,"","17:00 - 16:00",,"",-7,0,0,0,1,258488
802,0,802,ZN,ZN,TYF,CBT,"T-Note-US 10 Yr",ETH,Last,"TY,TY2,ZN",1,15.625,1000,USD,"$100000","points",1,15.625,IIVIIVIIVIIV,1995-10-20,2021-08-11,"","17:00 - 16:00",,"",-4,0,0,0,1,1209589
803,0,803,ZF,ZF,FV,CBT,"5-Year U.S. T-Note",ETH,Last,"FV,FV2,ZF",1,3.125,1000,USD,"$100000","points",2.5,7.8125,IIVIIVIIVIIV,1995-10-20,2021-08-11,"","17:00 - 16:00",,"",-8,0,0,0,1,690512
804,0,804,ZT,ZT,TU,CBT,"2-Year U.S. T-Note",ETH,Last,"TU,TU3,ZT",1,6.25,2000,USD,"$200000","points",1.25,7.8125,IIVIIVIIVIIV,1995-10-27,2021-08-11,"","17:00 - 16:00",,"",-8,0,0,0,1,245721
805,0,805,DJ3,DJ3,ZD,CBT,"Dow Jones Industrial Average ($10)",ETH,Last,"DJ,DJ2,DJ3",0,10,10,USD,"$10 x Index","points",1,10,IIVIIVIIVIIV,2000-08-28,2015-06-19,"","17:00 - 16:15",,"",0,0,0,0,0,
806,0,0,DN2,,,CBT,"10-YR AGENCY NOTES A",ETH,Last,"DN,DN2",0,,,,"","",,,IIVIIVIIVIIV,1995-10-20,1998-02-02,"","",,"",-7,0,0,0,0,
807,0,0,DN3,,,CBT,"10-YR AGENCY COMP",,Settlement,"",0,,,,"","",,,IIVIIVIIVIIV,1995-10-19,1998-02-02,"","",,"",-7,0,0,0,1,
808,0,0,MF3,,,CBT,"Mortgage Futures",Combined,Settlement,"MF9,ZG9,MF3",0,,,,"","",,,VVVVVVVVVVVV,1995-10-26,1998-02-02,"","",,"",-8,0,0,0,0,
809,0,809,HG2,HG2,HG,COMEX,"Copper",Combined,Settlement,"HG,HG2,HG1",1,2.5,250,USD,"25000 lbs","cents/lb",5,12.5,SSVSVSVSVSSV,1988-07-29,2021-08-11,"CU9 starts at 1966-01-03","18:00 - 17:00",,"",2,0,0,0,1,94760
810,0,810,PA1,PA1,PA,NYMEX,"Palladium",ETH,Last,"PA,PA1,PA2",1,1,100,USD,"100 oz troy","$/oz troy",50,50,SSVSSVSSVSSV,2005-06-21,2021-08-11,"","18:00 - 17:15",,"",2,0,0,0,1,2696
814,0,814,RJN,RJN,RGI,NYMEX,"Carbon RGGI Emissions",,Settlement,"",0,10,1000,USD,"1000 RGGI CO2 Allowance","USD / Allowance",1,10,VVVVVVVVVVVV,2008-08-25,2015-10-30,"","18:00 - 17:15",,"",2,0,0,0,1,
817,0,817,OSP,OSP,OSP,CME,"3-Month Overnight Index Swaps",,Settlement,"",0,2.5,2500,USD,"USD 1000000","points",2.5,6.25,IIVIIVIIVIIV,2008-09-08,2014-07-25,"","17:00 - 16:00",,"",3,1,0,0,1,
819,0,819,EME,EME,EME,CME,"E-mini Euro S&P 500 Index",,Settlement,"",0,0.5,50,EUR,"EUR 50 x Index","points",25,12.5,IIVIIVIIVIIV,2008-10-27,2014-10-03,"","17:00 - 16:15",,"",2,0,0,0,1,
821,0,821,BR5,BR5,BR,CME,"Brazilian Real",,Settlement,"",1,1,100000,USD,"BRL 100000","USD/BRL",1,1,VVVVVVVVVVVV,1995-11-08,2021-08-11,"","07:20 - 14:00",,"",5,0,0,0,1,8361
822,0,0,GNP,,GNP,CME,"Milk, Deliverable NF",,Settlement,"",0,,,,"","",,,VVVVVVVVVVVV,2009-04-20,2010-11-19,"","",,"",3,0,0,0,1,
831,0,831,NK1,NK1,NK,CME,"Nikkei 225 Index",ETH,Last,"NK,NK1,NK2",1,5,5,USD,"$5 x index","points",5,25,IIVIIVIIVIIV,2004-02-23,2021-08-11,"","17:00 - 16:15",,"",0,0,0,0,1,3517
836,0,836,WS,WS,WS,NYMEX,"Crude Oil Financial (Penultimate)",,Settlement,"",1,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,2006-06-09,2021-08-11,"","18:00 - 17:00",,"",2,0,0,0,1,0
837,0,837,HH,HH,HH,NYMEX,"Natural Gas Financial (Last Day)",,Settlement,"",1,10,10000,USD,"10000 mmBtu","$/mmBtu",1,10,VVVVVVVVVVVV,2006-06-12,2021-08-11,"","18:00 - 17:00",,"",3,0,0,0,1,15032
838,0,838,HP,HP,HP,NYMEX,"Natural Gas Financial (Penultimate)",,Settlement,"",1,10,10000,USD,"10000 mmBtu","$/mmBtu",1,10,VVVVVVVVVVVV,2006-06-12,2021-08-11,"","18:00 - 17:00",,"",3,0,0,0,1,3812
839,0,839,RTN,RTN,RT,NYMEX,"RBOB Gasoline Financial (Penultimate)",,Settlement,"",1,4.2,42000,USD,"42000 gallons","USD/gallon",1,4.2,VVVVVVVVVVVV,2006-06-09,2021-08-11,"","18:00 - 17:00",,"",4,0,0,0,1,0
840,0,840,BH,BH,BH,NYMEX,"Heating Oil Financial (Penultimate)",,Settlement,"",1,4.2,42000,USD,"42000 gallons","USD/gallon",1,4.2,VVVVVVVVVVVV,2006-06-12,2021-08-11,"","18:00 - 17:00",,"",4,0,0,0,1,0
841,0,841,EED,EED,EED,CME,"Eurodollar-E-mini",ETH,Last,"",0,0.25,250,USD,"$100000","points",2.5,0.625,IIVIIVIIVIIV,2006-10-12,2014-01-02,"","17:00 - 16:00",,"",3,1,0,0,1,
849,0,849,PA2,PA2,PA,NYMEX,"Palladium",Combined,Settlement,"PA,PA1,PA2",1,1,100,USD,"100 oz troy","$/troy oz",50,50,SSVSSVSSVSSV,1977-01-03,2021-08-11,"PA starts at 1977-01-03","18:00 - 17:00",,"",2,0,0,0,1,2716
856,0,856,CL2,CL2,CL,NYMEX,"Crude Oil",Combined,Settlement,"CL,CL1,CL2",1,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1983-03-30,2021-08-11,"CL starts at 1983-03-30","18:00 - 17:00",,"",2,0,0,0,1,966035
857,0,857,HO2,HO2,HO,NYMEX,"NY Harbor ULSD",Combined,Settlement,"HO,HO1,HO2",1,4.2,42000,USD,"42000 gallons","USD/gallon",1,4.2,VVVVVVVVVVVV,1978-11-15,2021-08-11,"HO starts at 1978-11-15","18:00 - 17:00",,"",4,0,0,0,1,152820
858,0,858,HU2,HU2,YQ,NYMEX,"Unleaded Gasoline",Combined,Settlement,"HU,HU1,HU2",0,4.2,42000,USD,"42000 gallons","USD/gallon",1,4.2,VVVVVVVVVVVV,1984-12-03,2006-12-29,"HU starts at 1984-12-03","15:15 - 14:30",,"",4,0,0,0,0,
859,0,859,PL2,PL2,PL,NYMEX,"Platinum",Combined,Settlement,"PL,PL1,PL2",1,5,50,USD,"50 oz troy","USD/troy oz",1,5,VSSVSSVSSVSS,1964-01-14,2021-08-11,"PL starts at 1964-01-14","18:00 - 17:00",,"",1,0,0,0,1,13640
860,0,860,NG1,NG1,NG,NYMEX,"Natural Gas",ETH,Last,"NG,NG1,NG2",1,10,10000,USD,"10000 mmBtu","USD/ mmBtu",1,10,VVVVVVVVVVVV,1995-10-19,2021-08-11,"","18:00 - 17:15",,"",3,0,0,0,1,381644
861,0,0,PN1,,,NYMEX,"LIQUID PROPANE",,Settlement,"",0,,,,"","",,,VVVVVVVVVVVV,1995-10-19,2009-09-23,"","",,"",2,0,0,0,0,
862,0,862,GC1,GC1,GC,COMEX,"Gold",ETH,Last,"GC,GC1,GC2",1,10,100,USD,"100 oz","$/oz",1,10,SVSVSVSVSVSV,1995-10-19,2021-08-11,"","18:00 - 17:00",,"",1,0,0,0,1,197080
863,0,863,SI1,SI1,SI,COMEX,"Silver",ETH,Last,"SI,SI1,SI2",1,5,50,USD,"5000 oz","cents/oz",1,5,VSVSVSVSVSSV,1995-10-20,2021-08-11,"","18:00 - 17:15",,"",1,0,0,0,1,76492
864,0,864,HG1,HG1,HG,COMEX,"Copper",ETH,Last,"HG,HG2,HG1",1,2.5,250,USD,"25000 lbs","cents/lb",5,12.5,SSVSVSVSVSSV,1995-10-20,2021-08-11,"","18:00 - 17:15",,"",2,0,0,0,1,94469
865,0,0,SC1,,,ACCESS,"BRENT CRUDE",,Settlement,"",0,,,,"","",,,VVVVVVVVVVVV,2001-09-06,2009-01-27,"","",,"",2,0,0,0,1,
866,0,866,RB1,RB1,RB,NYMEX,"Gasoline-Reformulated Blendstock",ETH,Last,"RB1,RB,RB2",1,4.2,42000,USD,"42000 gallons","USD/gallons",1,4.2,VVVVVVVVVVVV,2005-10-03,2021-08-11,"","18:00 - 17:15",,"",4,0,0,0,1,183441
867,0,867,GC2,GC2,GC,COMEX,"Gold",Combined,Settlement,"GC,GC1,GC2",1,10,100,USD,"100 oz troy","USD/troy oz",1,10,SVSVSVSVSVSV,1975-01-02,2021-08-11,"GC starts at 1975-01-02","18:00 - 17:00",,"",1,0,0,0,1,200876
868,0,868,SI2,SI2,SI,COMEX,"Silver",Combined,Settlement,"SI,SI1,SI2",1,5,50,USD,"5000 oz troy","cents/troy oz",1,5,VSVSVSVSVSSV,1963-06-12,2021-08-11,"SI starts at 1963-06-12","18:00 - 17:00",,"",1,0,0,0,1,77704
869,0,869,NG2,NG2,NG,NYMEX,"Henry Hub Natural Gas",Combined,Settlement,"NG,NG1,NG2",1,10,10000,USD,"10000 mmBtu","USD/mmBtu",1,10,VVVVVVVVVVVV,1990-04-03,2021-08-11,"NG starts at 1990-04-03","18:00 - 17:00",,"",3,0,0,0,1,397865
875,0,875,MP1,MP1,MP,CME,"Mexican Peso",ETH,Last,"MP,MP2,MP1",1,5,500000,USD,"MXN 500000","USD/MXN",1,5,SSVSSVSSVSSV,1995-04-25,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,33243
876,0,876,CU1,CU1,EC,CME,"Euro",ETH,Last,"CU2,CU,CU1",1,1.25,125000,USD,"EUR 125000","USD/EUR",5,6.25,SSVSSVSSVSSV,1998-05-20,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,116275
877,0,877,JY1,JY1,JY,CME,"Japanese Yen",ETH,Last,"JY,JY2,JY1",1,1.25,125000,USD,"JPY 12500000","USD / 100 JPY",5,6.25,SSVSSVSSVSSV,1992-06-26,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,76785
878,0,878,SF1,SF1,SF,CME,"Swiss Franc",ETH,Last,"SF,SF2,SF1",1,12.5,125000,USD,"CHF 125000","USD / CHF",1,12.5,IIVIIVIIVIIV,1992-07-14,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,20579
879,0,879,BP1,BP1,NB,CME,"British Pound",ETH,Last,"BP,BP2,BP1",1,6.25,62500,USD,"GBP 62500","USD / GBP",1,6.25,SSVSSVSSVSSV,1992-06-26,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,56818
880,0,880,CD1,CD1,CD,CME,"Canadian Dollar",ETH,Last,"CD,CD2,CD1",1,1,100000,USD,"CAD 100000","USD / CAD",5,5,SSVSSVSSVSSV,1992-07-13,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,52911
881,0,881,ED1,ED1,ED,CME,"Eurodollar",ETH,Last,"ED,ED2,ED1",1,2.5,2500,USD,"USD 1000000","USD / basis point",2.5,6.25,SSVSSVSSVSSV,1995-10-19,2021-08-11,"","17:00 - 16:00",,"",3,1,0,0,1,1782292
882,0,882,ND1,ND1,ND,CME,"Nasdaq 100 index",ETH,Last,"ND,ND2,ND1",0,1,100,USD,"$100 x Index","points",25,25,IIVIIVIIVIIV,1995-11-15,2015-06-18,"","15:30 - 15:15",,"",2,0,0,0,0,
883,0,883,EM1,EM1,EM,CME,"1-Month Eurodollar",ETH,Last,"EM,EM2,EM1",1,2.5,2500,USD,"$3000000","USD/bas pt",2.5,6.25,VVVVVVVVVVVV,1995-10-19,2021-08-11,"","08:20 - 15:00",,"",3,1,0,0,1,0
884,0,884,AD1,AD1,AD,CME,"Australian Dollar",ETH,Last,"AD,AD2,AD1",1,1,100000,USD,"AUD100000","USD/AUD",5,5,SSVSSVSSVSSV,1992-07-13,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,61620
885,0,885,SP1,SP1,SP,CME,"S&P 500 Index",ETH,Last,"SP,SP2,SP1",1,2.5,250,USD,"$250 x Index","points",5,12.5,IIVIIVIIVIIV,1993-09-21,2021-08-11,"","17:00 - 16:00",,"",2,0,0,0,1,0
